config,n_seeds,detector,transform,kind,gamma,nu,n_train,tau_b_beta,tau_u_quantile,tau_m_objective,balanced_accuracy_mean,balanced_accuracy_std,f1_weighted_mean,f1_weighted_std,f1_macro_mean,f1_macro_std,benign_fpr_mean,benign_fpr_std,attack_detection_rate_mean,attack_detection_rate_std,detector_infer_s_mean,detector_infer_s_std,detector_fit_s_mean,detector_fit_s_std,delta_bacc_mean,delta_bacc_min_over_seeds,delta_bacc_std,reliable_gain
qu-ocsvm-g0.000293-nu0.001|F1|q0.99|f1,3,qu-ocsvm-g0.000293-nu0.001,quantile_uniform,ocsvm,0.000293,0.001,10000,F1,0.99,f1,0.8965414060360756,0.003510410827239883,0.9910035703275392,0.0005056911624006779,0.6961975266403863,0.0054300125652984145,0.00927253508597503,0.0007955932881915205,0.8812362030905078,0.0033984115493025224,4.772065133331732,0.8714810457191403,3.387528433338351,0.4846741360327036,0.00813934152674726,0.00807422214314879,9.807281889127466e-05,True
qu-ocsvm-g0.000293-nu0.001|F1|q0.975|f1,3,qu-ocsvm-g0.000293-nu0.001,quantile_uniform,ocsvm,0.000293,0.001,10000,F1,0.975,f1,0.8965414060360756,0.003510410827239883,0.9910035703275392,0.0005056911624006779,0.6961975266403863,0.0054300125652984145,0.00927253508597503,0.0007955932881915205,0.8812362030905078,0.0033984115493025224,4.772065133331732,0.8714810457191403,3.387528433338351,0.4846741360327036,0.00813934152674726,0.00807422214314879,9.807281889127466e-05,True
qu-ocsvm-g0.000293-nu0.001|F1|q0.975|f1_weighted,3,qu-ocsvm-g0.000293-nu0.001,quantile_uniform,ocsvm,0.000293,0.001,10000,F1,0.975,f1_weighted,0.8965414060360756,0.003510410827239883,0.9910035703275392,0.0005056911624006779,0.6961975266403863,0.0054300125652984145,0.00927253508597503,0.0007955932881915205,0.8812362030905078,0.0033984115493025224,4.772065133331732,0.8714810457191403,3.387528433338351,0.4846741360327036,0.00813934152674726,0.00807422214314879,9.807281889127466e-05,True
qu-ocsvm-g0.000293-nu0.001|F1|q0.995|f1_weighted,3,qu-ocsvm-g0.000293-nu0.001,quantile_uniform,ocsvm,0.000293,0.001,10000,F1,0.995,f1_weighted,0.8965414060360756,0.003510410827239883,0.9910035703275392,0.0005056911624006779,0.6961975266403863,0.0054300125652984145,0.00927253508597503,0.0007955932881915205,0.8812362030905078,0.0033984115493025224,4.772065133331732,0.8714810457191403,3.387528433338351,0.4846741360327036,0.00813934152674726,0.00807422214314879,9.807281889127466e-05,True
qu-ocsvm-g0.000293-nu0.001|F1|q0.95|f1,3,qu-ocsvm-g0.000293-nu0.001,quantile_uniform,ocsvm,0.000293,0.001,10000,F1,0.95,f1,0.8965414060360756,0.003510410827239883,0.9910035703275392,0.0005056911624006779,0.6961975266403863,0.0054300125652984145,0.00927253508597503,0.0007955932881915205,0.8812362030905078,0.0033984115493025224,4.772065133331732,0.8714810457191403,3.387528433338351,0.4846741360327036,0.00813934152674726,0.00807422214314879,9.807281889127466e-05,True
qu-ocsvm-g0.000293-nu0.001|F1|q0.995|f1,3,qu-ocsvm-g0.000293-nu0.001,quantile_uniform,ocsvm,0.000293,0.001,10000,F1,0.995,f1,0.8965414060360756,0.003510410827239883,0.9910035703275392,0.0005056911624006779,0.6961975266403863,0.0054300125652984145,0.00927253508597503,0.0007955932881915205,0.8812362030905078,0.0033984115493025224,4.772065133331732,0.8714810457191403,3.387528433338351,0.4846741360327036,0.00813934152674726,0.00807422214314879,9.807281889127466e-05,True
qu-ocsvm-g0.001-nu1.3e-06|F1|q0.975|f1,3,qu-ocsvm-g0.001-nu1.3e-06,quantile_uniform,ocsvm,0.001,1.3e-06,10000,F1,0.975,f1,0.8964739609602056,0.003450168453705516,0.9907991155037951,0.0003349232762225061,0.6961678572347473,0.005398727034538765,0.009677205541194405,0.0005263417222228217,0.8807947019867549,0.00350430637227098,3.277916599996388,0.4489462484889356,2.6165307333382466,0.17290328768301225,0.008071896450877358,0.008037592489874568,2.9823092968917865e-05,True
qu-ocsvm-g0.001-nu1.3e-06|F1|q0.95|f1,3,qu-ocsvm-g0.001-nu1.3e-06,quantile_uniform,ocsvm,0.001,1.3e-06,10000,F1,0.95,f1,0.8964739609602056,0.003450168453705516,0.9907991155037951,0.0003349232762225061,0.6961678572347473,0.005398727034538765,0.009677205541194405,0.0005263417222228217,0.8807947019867549,0.00350430637227098,3.277916599996388,0.4489462484889356,2.6165307333382466,0.17290328768301225,0.008071896450877358,0.008037592489874568,2.9823092968917865e-05,True
qu-ocsvm-g0.001-nu1.3e-06|F1|q0.95|f1_weighted,3,qu-ocsvm-g0.001-nu1.3e-06,quantile_uniform,ocsvm,0.001,1.3e-06,10000,F1,0.95,f1_weighted,0.8964739609602056,0.003450168453705516,0.9907991155037951,0.0003349232762225061,0.6961678572347473,0.005398727034538765,0.009677205541194405,0.0005263417222228217,0.8807947019867549,0.00350430637227098,3.277916599996388,0.4489462484889356,2.6165307333382466,0.17290328768301225,0.008071896450877358,0.008037592489874568,2.9823092968917865e-05,True
qu-ocsvm-g0.001-nu1.3e-06|F1|q0.975|f1_weighted,3,qu-ocsvm-g0.001-nu1.3e-06,quantile_uniform,ocsvm,0.001,1.3e-06,10000,F1,0.975,f1_weighted,0.8964739609602056,0.003450168453705516,0.9907991155037951,0.0003349232762225061,0.6961678572347473,0.005398727034538765,0.009677205541194405,0.0005263417222228217,0.8807947019867549,0.00350430637227098,3.277916599996388,0.4489462484889356,2.6165307333382466,0.17290328768301225,0.008071896450877358,0.008037592489874568,2.9823092968917865e-05,True
