config,detector,transform,kind,gamma,nu,n_train,tau_b_beta,tau_u_quantile,tau_m_objective,seed,balanced_accuracy,f1_weighted,f1_macro,benign_fpr,attack_detection_rate,tau_b,tau_m,tau_u,detector_fit_s,detector_infer_s
qu-ocsvm-g0.001-nu1.3e-06|F9|q0.99|f1_weighted,qu-ocsvm-g0.001-nu1.3e-06,quantile_uniform,ocsvm,0.001,1.3e-06,10000,F9,0.99,f1_weighted,0,0.8971137207842707,0.9868077477593042,0.701388547942361,0.017979926950005755,0.8841059602649006,-0.00021478411992252,1.0,7.213771221206916e-05,2.465052400017157,2.9590643999981694
qu-ocsvm-g0.001-nu1.3e-06|F9|q0.995|f1,qu-ocsvm-g0.001-nu1.3e-06,quantile_uniform,ocsvm,0.001,1.3e-06,10000,F9,0.995,f1,0,0.897947481463559,0.98929836089112,0.7017499725834834,0.012977362874276564,0.8827814569536424,-0.00021478411992252,1.0,8.500546449542994e-05,2.465052400017157,2.9590643999981694
qu-ocsvm-g0.001-nu1.3e-06|F9|q0.995|f1_weighted,qu-ocsvm-g0.001-nu1.3e-06,quantile_uniform,ocsvm,0.001,1.3e-06,10000,F9,0.995,f1_weighted,0,0.897947481463559,0.98929836089112,0.7017499725834834,0.012977362874276564,0.8827814569536424,-0.00021478411992252,1.0,8.500546449542994e-05,2.465052400017157,2.9590643999981694
qu-ocsvm-g0.001-nu0.001|F1|q0.95|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F1,0.95,f1,0,0.8987027500286882,0.9915478397983633,0.7020764050977817,0.008445751483500958,0.8821192052980132,0.07505418751629724,1.0,-0.062234655269685746,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F1|q0.95|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F1,0.95,f1_weighted,0,0.8987027500286882,0.9915478397983633,0.7020764050977817,0.008445751483500958,0.8821192052980132,0.07505418751629724,1.0,-0.062234655269685746,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F1|q0.975|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F1,0.975,f1,0,0.8987027500286882,0.9915478397983633,0.7020764050977817,0.008445751483500958,0.8821192052980132,0.07505418751629724,1.0,-0.047568710378461665,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F1|q0.975|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F1,0.975,f1_weighted,0,0.8987027500286882,0.9915478397983633,0.7020764050977817,0.008445751483500958,0.8821192052980132,0.07505418751629724,1.0,-0.047568710378461665,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F1|q0.99|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F1,0.99,f1,0,0.8987027500286882,0.9915478397983633,0.7020764050977817,0.008445751483500958,0.8821192052980132,0.07505418751629724,1.0,-0.03420852859198975,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F1|q0.99|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F1,0.99,f1_weighted,0,0.8987027500286882,0.9915478397983633,0.7020764050977817,0.008445751483500958,0.8821192052980132,0.07505418751629724,1.0,-0.03420852859198975,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F1|q0.995|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F1,0.995,f1,0,0.8987027500286882,0.9915478397983633,0.7020764050977817,0.008445751483500958,0.8821192052980132,0.07505418751629724,1.0,-0.020040451799631764,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F1|q0.995|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F1,0.995,f1_weighted,0,0.8987027500286882,0.9915478397983633,0.7020764050977817,0.008445751483500958,0.8821192052980132,0.07505418751629724,1.0,-0.020040451799631764,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F2|q0.95|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F2,0.95,f1,0,0.8904889863492569,0.9665562617194938,0.6984497591033267,0.05772833356008833,0.8940397350993378,-0.20287285400027102,1.0,-0.062234655269685746,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F2|q0.95|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F2,0.95,f1_weighted,0,0.8904889863492569,0.9665562617194938,0.6984497591033267,0.05772833356008833,0.8940397350993378,-0.20287285400027102,1.0,-0.062234655269685746,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F2|q0.975|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F2,0.975,f1,0,0.8946560454764944,0.9793773455817134,0.7003102871694916,0.032725978796663564,0.8860927152317881,-0.20287285400027102,1.0,-0.047568710378461665,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F2|q0.975|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F2,0.975,f1_weighted,0,0.8946560454764944,0.9793773455817134,0.7003102871694916,0.032725978796663564,0.8860927152317881,-0.20287285400027102,1.0,-0.047568710378461665,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F2|q0.99|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F2,0.99,f1,0,0.8971555832451554,0.9869284750264067,0.7014060672465954,0.017728752184697178,0.8834437086092716,-0.20287285400027102,1.0,-0.03420852859198975,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F2|q0.99|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F2,0.99,f1_weighted,0,0.8971555832451554,0.9869284750264067,0.7014060672465954,0.017728752184697178,0.8834437086092716,-0.20287285400027102,1.0,-0.03420852859198975,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F2|q0.995|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F2,0.995,f1,0,0.8979893439244436,0.989428738860922,0.7017688923467915,0.012726188108967985,0.8834437086092716,-0.20287285400027102,1.0,-0.020040451799631764,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F2|q0.995|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F2,0.995,f1_weighted,0,0.8979893439244436,0.989428738860922,0.7017688923467915,0.012726188108967985,0.8834437086092716,-0.20287285400027102,1.0,-0.020040451799631764,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F3|q0.95|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F3,0.95,f1,0,0.8904889863492569,0.9665562617194938,0.6984497591033267,0.05772833356008833,0.8940397350993378,-0.20287285400027102,1.0,-0.062234655269685746,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F3|q0.95|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F3,0.95,f1_weighted,0,0.8904889863492569,0.9665562617194938,0.6984497591033267,0.05772833356008833,0.8940397350993378,-0.20287285400027102,1.0,-0.062234655269685746,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F3|q0.975|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F3,0.975,f1,0,0.8946560454764944,0.9793773455817134,0.7003102871694916,0.032725978796663564,0.8860927152317881,-0.20287285400027102,1.0,-0.047568710378461665,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F3|q0.975|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F3,0.975,f1_weighted,0,0.8946560454764944,0.9793773455817134,0.7003102871694916,0.032725978796663564,0.8860927152317881,-0.20287285400027102,1.0,-0.047568710378461665,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F3|q0.99|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F3,0.99,f1,0,0.8971555832451554,0.9869284750264067,0.7014060672465954,0.017728752184697178,0.8834437086092716,-0.20287285400027102,1.0,-0.03420852859198975,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F3|q0.99|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F3,0.99,f1_weighted,0,0.8971555832451554,0.9869284750264067,0.7014060672465954,0.017728752184697178,0.8834437086092716,-0.20287285400027102,1.0,-0.03420852859198975,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F3|q0.995|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F3,0.995,f1,0,0.8979893439244436,0.989428738860922,0.7017688923467915,0.012726188108967985,0.8834437086092716,-0.20287285400027102,1.0,-0.020040451799631764,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F3|q0.995|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F3,0.995,f1_weighted,0,0.8979893439244436,0.989428738860922,0.7017688923467915,0.012726188108967985,0.8834437086092716,-0.20287285400027102,1.0,-0.020040451799631764,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F4|q0.95|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F4,0.95,f1,0,0.8904889863492569,0.9665562617194938,0.6984497591033267,0.05772833356008833,0.8940397350993378,-0.20287285400027102,1.0,-0.062234655269685746,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F4|q0.95|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F4,0.95,f1_weighted,0,0.8904889863492569,0.9665562617194938,0.6984497591033267,0.05772833356008833,0.8940397350993378,-0.20287285400027102,1.0,-0.062234655269685746,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F4|q0.975|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F4,0.975,f1,0,0.8946560454764944,0.9793773455817134,0.7003102871694916,0.032725978796663564,0.8860927152317881,-0.20287285400027102,1.0,-0.047568710378461665,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F4|q0.975|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F4,0.975,f1_weighted,0,0.8946560454764944,0.9793773455817134,0.7003102871694916,0.032725978796663564,0.8860927152317881,-0.20287285400027102,1.0,-0.047568710378461665,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F4|q0.99|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F4,0.99,f1,0,0.8971555832451554,0.9869284750264067,0.7014060672465954,0.017728752184697178,0.8834437086092716,-0.20287285400027102,1.0,-0.03420852859198975,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F4|q0.99|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F4,0.99,f1_weighted,0,0.8971555832451554,0.9869284750264067,0.7014060672465954,0.017728752184697178,0.8834437086092716,-0.20287285400027102,1.0,-0.03420852859198975,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F4|q0.995|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F4,0.995,f1,0,0.8979893439244436,0.989428738860922,0.7017688923467915,0.012726188108967985,0.8834437086092716,-0.20287285400027102,1.0,-0.020040451799631764,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F4|q0.995|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F4,0.995,f1_weighted,0,0.8979893439244436,0.989428738860922,0.7017688923467915,0.012726188108967985,0.8834437086092716,-0.20287285400027102,1.0,-0.020040451799631764,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F5|q0.95|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F5,0.95,f1,0,0.8904889863492569,0.9665562617194938,0.6984497591033267,0.05772833356008833,0.8940397350993378,-0.290953684014657,1.0,-0.062234655269685746,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F5|q0.95|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F5,0.95,f1_weighted,0,0.8904889863492569,0.9665562617194938,0.6984497591033267,0.05772833356008833,0.8940397350993378,-0.290953684014657,1.0,-0.062234655269685746,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F5|q0.975|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F5,0.975,f1,0,0.8946560454764944,0.9793773455817134,0.7003102871694916,0.032725978796663564,0.8860927152317881,-0.290953684014657,1.0,-0.047568710378461665,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F5|q0.975|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F5,0.975,f1_weighted,0,0.8946560454764944,0.9793773455817134,0.7003102871694916,0.032725978796663564,0.8860927152317881,-0.290953684014657,1.0,-0.047568710378461665,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F5|q0.99|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F5,0.99,f1,0,0.8971555832451554,0.9869284750264067,0.7014060672465954,0.017728752184697178,0.8834437086092716,-0.290953684014657,1.0,-0.03420852859198975,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F5|q0.99|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F5,0.99,f1_weighted,0,0.8971555832451554,0.9869284750264067,0.7014060672465954,0.017728752184697178,0.8834437086092716,-0.290953684014657,1.0,-0.03420852859198975,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F5|q0.995|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F5,0.995,f1,0,0.8979893439244436,0.989428738860922,0.7017688923467915,0.012726188108967985,0.8834437086092716,-0.290953684014657,1.0,-0.020040451799631764,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F5|q0.995|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F5,0.995,f1_weighted,0,0.8979893439244436,0.989428738860922,0.7017688923467915,0.012726188108967985,0.8834437086092716,-0.290953684014657,1.0,-0.020040451799631764,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F6|q0.95|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F6,0.95,f1,0,0.8904889863492569,0.9665562617194938,0.6984497591033267,0.05772833356008833,0.8940397350993378,-0.3442389435511951,1.0,-0.062234655269685746,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F6|q0.95|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F6,0.95,f1_weighted,0,0.8904889863492569,0.9665562617194938,0.6984497591033267,0.05772833356008833,0.8940397350993378,-0.3442389435511951,1.0,-0.062234655269685746,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F6|q0.975|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F6,0.975,f1,0,0.8946560454764944,0.9793773455817134,0.7003102871694916,0.032725978796663564,0.8860927152317881,-0.3442389435511951,1.0,-0.047568710378461665,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F6|q0.975|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F6,0.975,f1_weighted,0,0.8946560454764944,0.9793773455817134,0.7003102871694916,0.032725978796663564,0.8860927152317881,-0.3442389435511951,1.0,-0.047568710378461665,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F6|q0.99|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F6,0.99,f1,0,0.8971555832451554,0.9869284750264067,0.7014060672465954,0.017728752184697178,0.8834437086092716,-0.3442389435511951,1.0,-0.03420852859198975,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F6|q0.99|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F6,0.99,f1_weighted,0,0.8971555832451554,0.9869284750264067,0.7014060672465954,0.017728752184697178,0.8834437086092716,-0.3442389435511951,1.0,-0.03420852859198975,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F6|q0.995|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F6,0.995,f1,0,0.8979893439244436,0.989428738860922,0.7017688923467915,0.012726188108967985,0.8834437086092716,-0.3442389435511951,1.0,-0.020040451799631764,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F6|q0.995|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F6,0.995,f1_weighted,0,0.8979893439244436,0.989428738860922,0.7017688923467915,0.012726188108967985,0.8834437086092716,-0.3442389435511951,1.0,-0.020040451799631764,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F7|q0.95|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F7,0.95,f1,0,0.8904889863492569,0.9665562617194938,0.6984497591033267,0.05772833356008833,0.8940397350993378,-0.3442389435511951,1.0,-0.062234655269685746,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F7|q0.95|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F7,0.95,f1_weighted,0,0.8904889863492569,0.9665562617194938,0.6984497591033267,0.05772833356008833,0.8940397350993378,-0.3442389435511951,1.0,-0.062234655269685746,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F7|q0.975|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F7,0.975,f1,0,0.8946560454764944,0.9793773455817134,0.7003102871694916,0.032725978796663564,0.8860927152317881,-0.3442389435511951,1.0,-0.047568710378461665,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F7|q0.975|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F7,0.975,f1_weighted,0,0.8946560454764944,0.9793773455817134,0.7003102871694916,0.032725978796663564,0.8860927152317881,-0.3442389435511951,1.0,-0.047568710378461665,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F7|q0.99|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F7,0.99,f1,0,0.8971555832451554,0.9869284750264067,0.7014060672465954,0.017728752184697178,0.8834437086092716,-0.3442389435511951,1.0,-0.03420852859198975,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F7|q0.99|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F7,0.99,f1_weighted,0,0.8971555832451554,0.9869284750264067,0.7014060672465954,0.017728752184697178,0.8834437086092716,-0.3442389435511951,1.0,-0.03420852859198975,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F7|q0.995|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F7,0.995,f1,0,0.8979893439244436,0.989428738860922,0.7017688923467915,0.012726188108967985,0.8834437086092716,-0.3442389435511951,1.0,-0.020040451799631764,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F7|q0.995|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F7,0.995,f1_weighted,0,0.8979893439244436,0.989428738860922,0.7017688923467915,0.012726188108967985,0.8834437086092716,-0.3442389435511951,1.0,-0.020040451799631764,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F8|q0.95|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F8,0.95,f1,0,0.8904889863492569,0.9665562617194938,0.6984497591033267,0.05772833356008833,0.8940397350993378,-0.3442389435511951,1.0,-0.062234655269685746,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F8|q0.95|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F8,0.95,f1_weighted,0,0.8904889863492569,0.9665562617194938,0.6984497591033267,0.05772833356008833,0.8940397350993378,-0.3442389435511951,1.0,-0.062234655269685746,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F8|q0.975|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F8,0.975,f1,0,0.8946560454764944,0.9793773455817134,0.7003102871694916,0.032725978796663564,0.8860927152317881,-0.3442389435511951,1.0,-0.047568710378461665,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F8|q0.975|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F8,0.975,f1_weighted,0,0.8946560454764944,0.9793773455817134,0.7003102871694916,0.032725978796663564,0.8860927152317881,-0.3442389435511951,1.0,-0.047568710378461665,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F8|q0.99|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F8,0.99,f1,0,0.8971555832451554,0.9869284750264067,0.7014060672465954,0.017728752184697178,0.8834437086092716,-0.3442389435511951,1.0,-0.03420852859198975,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F8|q0.99|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F8,0.99,f1_weighted,0,0.8971555832451554,0.9869284750264067,0.7014060672465954,0.017728752184697178,0.8834437086092716,-0.3442389435511951,1.0,-0.03420852859198975,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F8|q0.995|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F8,0.995,f1,0,0.8979893439244436,0.989428738860922,0.7017688923467915,0.012726188108967985,0.8834437086092716,-0.3442389435511951,1.0,-0.020040451799631764,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F8|q0.995|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F8,0.995,f1_weighted,0,0.8979893439244436,0.989428738860922,0.7017688923467915,0.012726188108967985,0.8834437086092716,-0.3442389435511951,1.0,-0.020040451799631764,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F9|q0.95|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F9,0.95,f1,0,0.8904889863492569,0.9665562617194938,0.6984497591033267,0.05772833356008833,0.8940397350993378,-0.3442389435511951,1.0,-0.062234655269685746,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F9|q0.95|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F9,0.95,f1_weighted,0,0.8904889863492569,0.9665562617194938,0.6984497591033267,0.05772833356008833,0.8940397350993378,-0.3442389435511951,1.0,-0.062234655269685746,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F9|q0.975|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F9,0.975,f1,0,0.8946560454764944,0.9793773455817134,0.7003102871694916,0.032725978796663564,0.8860927152317881,-0.3442389435511951,1.0,-0.047568710378461665,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F9|q0.975|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F9,0.975,f1_weighted,0,0.8946560454764944,0.9793773455817134,0.7003102871694916,0.032725978796663564,0.8860927152317881,-0.3442389435511951,1.0,-0.047568710378461665,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F9|q0.99|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F9,0.99,f1,0,0.8971555832451554,0.9869284750264067,0.7014060672465954,0.017728752184697178,0.8834437086092716,-0.3442389435511951,1.0,-0.03420852859198975,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F9|q0.99|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F9,0.99,f1_weighted,0,0.8971555832451554,0.9869284750264067,0.7014060672465954,0.017728752184697178,0.8834437086092716,-0.3442389435511951,1.0,-0.03420852859198975,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F9|q0.995|f1,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F9,0.995,f1,0,0.8979893439244436,0.989428738860922,0.7017688923467915,0.012726188108967985,0.8834437086092716,-0.3442389435511951,1.0,-0.020040451799631764,3.393127999996068,5.490323300007731
qu-ocsvm-g0.001-nu0.001|F9|q0.995|f1_weighted,qu-ocsvm-g0.001-nu0.001,quantile_uniform,ocsvm,0.001,0.001,10000,F9,0.995,f1_weighted,0,0.8979893439244436,0.989428738860922,0.7017688923467915,0.012726188108967985,0.8834437086092716,-0.3442389435511951,1.0,-0.020040451799631764,3.393127999996068,5.490323300007731
qu-ocsvm-g0.01-nu1.3e-06|F1|q0.95|f1,qu-ocsvm-g0.01-nu1.3e-06,quantile_uniform,ocsvm,0.01,1.3e-06,10000,F1,0.95,f1,0,0.8987044942978916,0.9915581766206227,0.7020779051229071,0.008435285868279766,0.8827814569536424,0.0005718191615794102,1.0,0.00022152789176849922,2.694230499997502,3.4935568000073545
qu-ocsvm-g0.01-nu1.3e-06|F1|q0.95|f1_weighted,qu-ocsvm-g0.01-nu1.3e-06,quantile_uniform,ocsvm,0.01,1.3e-06,10000,F1,0.95,f1_weighted,0,0.8987044942978916,0.9915581766206227,0.7020779051229071,0.008435285868279766,0.8827814569536424,0.0005718191615794102,1.0,0.00022152789176849922,2.694230499997502,3.4935568000073545
qu-ocsvm-g0.01-nu1.3e-06|F1|q0.975|f1,qu-ocsvm-g0.01-nu1.3e-06,quantile_uniform,ocsvm,0.01,1.3e-06,10000,F1,0.975,f1,0,0.8987044942978916,0.9915581766206227,0.7020779051229071,0.008435285868279766,0.8827814569536424,0.0005718191615794102,1.0,0.00026607810338020966,2.694230499997502,3.4935568000073545
